repo,pr_number,category,pr_url,commit,commit_url,initial_flag,refactoring_type,refactoring_detail,confirmed_refactoring_flag,covered_refactoring_flag,floss_refactoring_flag,direct_review_comment_flag,discussion_flag,rationale_flag,notes,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,36036ed7fadfd5b49ef6be2b8ac65e0cc0794b5c,https://github.com/apache/tomee/commit/36036ed7fadfd5b49ef6be2b8ac65e0cc0794b5c,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,8df8d52f88f59efa9bb5a77c8607a52dd485daea,https://github.com/apache/tomee/commit/8df8d52f88f59efa9bb5a77c8607a52dd485daea,False,Rename Class,org.apache.openejb.activemq.ActivationContainerReadTheContainerConfigurationTest renamed to org.apache.openejb.activemq.ActivationContainerOverwriteReadTheContainerConfigurationTest,true,false,false,false,false,false,refactoring led by the author,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,909fe451528a3b7a6c9a046db2ed8518941a3d79,https://github.com/apache/tomee/commit/909fe451528a3b7a6c9a046db2ed8518941a3d79,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,0194b931b00baba88b35d105af45faeba62e4676,https://github.com/apache/tomee/commit/0194b931b00baba88b35d105af45faeba62e4676,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,d747b890973916a7bd1cb60e68462606b9d13362,https://github.com/apache/tomee/commit/d747b890973916a7bd1cb60e68462606b9d13362,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,c3ec63447ed420b5c3926b48eac4e8c39c249030,https://github.com/apache/tomee/commit/c3ec63447ed420b5c3926b48eac4e8c39c249030,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,2418cef4c4fa38c2efde77ecd6de86023c337830,https://github.com/apache/tomee/commit/2418cef4c4fa38c2efde77ecd6de86023c337830,False,,,,,,,,,,
apache/sling-org-apache-sling-feature-analyser,16,refactoring-inducing PR,https://github.com/apache/sling-org-apache-sling-feature-analyser/pull/16,3847feaa94055082c1d96f15583db64adde96d78,https://github.com/apache/sling-org-apache-sling-feature-analyser/commit/3847feaa94055082c1d96f15583db64adde96d78,True,Extract Class,org.apache.sling.feature.scanner.impl.DeleteDirectoryHook from class org.apache.sling.feature.scanner.impl.ContentPackageScanner,,,,,,,,
apache/sling-org-apache-sling-feature-analyser,16,refactoring-inducing PR,https://github.com/apache/sling-org-apache-sling-feature-analyser/pull/16,3847feaa94055082c1d96f15583db64adde96d78,https://github.com/apache/sling-org-apache-sling-feature-analyser/commit/3847feaa94055082c1d96f15583db64adde96d78,True,Move Method,private deleteRecursive(file File) : boolean from class org.apache.sling.feature.scanner.impl.ContentPackageScanner to private deleteRecursive(file File) : boolean from class org.apache.sling.feature.scanner.impl.DeleteDirectoryHook,,,,,,,,
apache/sling-org-apache-sling-feature-analyser,16,refactoring-inducing PR,https://github.com/apache/sling-org-apache-sling-feature-analyser/pull/16,5ece35f7a8eedd90b798e07dbe651baa36014c18,https://github.com/apache/sling-org-apache-sling-feature-analyser/commit/5ece35f7a8eedd90b798e07dbe651baa36014c18,False,,,,,,,,,,
apache/sling-org-apache-sling-feature-analyser,16,refactoring-inducing PR,https://github.com/apache/sling-org-apache-sling-feature-analyser/pull/16,dbec3dc2ab5dbec318067602131b13e89e943e37,https://github.com/apache/sling-org-apache-sling-feature-analyser/commit/dbec3dc2ab5dbec318067602131b13e89e943e37,False,,,,,,,,,,
apache/sling-org-apache-sling-feature-analyser,16,refactoring-inducing PR,https://github.com/apache/sling-org-apache-sling-feature-analyser/pull/16,ca583ed15fa877c6fb68535d5311ce2e57fb58cf,https://github.com/apache/sling-org-apache-sling-feature-analyser/commit/ca583ed15fa877c6fb68535d5311ce2e57fb58cf,False,Extract Method,"private deleteOnExitRecursive(file File) : void extracted from private extractContentPackage(cp ContentPackageDescriptor, infos Set<ContentPackageDescriptor>, archive URL) : void in class org.apache.sling.feature.scanner.impl.ContentPackageScanner",true,true,false,true,false,true,"review comment directly suggested such a refactoring, providing an inlined code",
apache/sling-org-apache-sling-feature-analyser,16,refactoring-inducing PR,https://github.com/apache/sling-org-apache-sling-feature-analyser/pull/16,ca583ed15fa877c6fb68535d5311ce2e57fb58cf,https://github.com/apache/sling-org-apache-sling-feature-analyser/commit/ca583ed15fa877c6fb68535d5311ce2e57fb58cf,False,Parameterize Variable,tempDir : File to file : File in method private deleteOnExitRecursive(file File) : void in class org.apache.sling.feature.scanner.impl.ContentPackageScanner,true,false,false,false,false,false,It seems a collateral effect of the previous refactoring,
apache/sling-org-apache-sling-feature-analyser,16,refactoring-inducing PR,https://github.com/apache/sling-org-apache-sling-feature-analyser/pull/16,b44046c0ecad988d6de9e5376147dd2d4a2a8fa2,https://github.com/apache/sling-org-apache-sling-feature-analyser/commit/b44046c0ecad988d6de9e5376147dd2d4a2a8fa2,False,,,,,,,,,,
apache/sling-org-apache-sling-feature-analyser,16,refactoring-inducing PR,https://github.com/apache/sling-org-apache-sling-feature-analyser/pull/16,90a458831a7d7ea521b201066f85b8ce38dab408,https://github.com/apache/sling-org-apache-sling-feature-analyser/commit/90a458831a7d7ea521b201066f85b8ce38dab408,False,,,,,,,,,,
apache/tika,234,refactoring-inducing PR,https://github.com/apache/tika/pull/234,ceb7b42ba2e342e7becb81d0c661ccd6209a915e,https://github.com/apache/tika/commit/ceb7b42ba2e342e7becb81d0c661ccd6209a915e,True,Extract Method,"private readLines() : void extracted from public parse(stream InputStream, handler ContentHandler, metadata Metadata, context ParseContext) : void in class org.apache.tika.parser.envi.EnviHeaderParser",,,,,,,,
apache/tika,234,refactoring-inducing PR,https://github.com/apache/tika/pull/234,1fae340976e054bc8206cf79dff8b33758eebe82,https://github.com/apache/tika/commit/1fae340976e054bc8206cf79dff8b33758eebe82,True,,,,,,,,,,
apache/tika,234,refactoring-inducing PR,https://github.com/apache/tika/pull/234,d2c412940b976e607b698b598e25481495d0b8e4,https://github.com/apache/tika/commit/d2c412940b976e607b698b598e25481495d0b8e4,False,Extract Method,private writeParagraph(line String) : void extracted from private readLines() : void in class org.apache.tika.parser.envi.EnviHeaderParser,true,true,false,false,true,true,review comment suggested such a refactoring,
apache/tika,234,refactoring-inducing PR,https://github.com/apache/tika/pull/234,d2c412940b976e607b698b598e25481495d0b8e4,https://github.com/apache/tika/commit/d2c412940b976e607b698b598e25481495d0b8e4,False,Parameterize Variable,completeField : String to line : String in method private writeParagraph(line String) : void in class org.apache.tika.parser.envi.EnviHeaderParser,true,false,false,false,false,false,It seems a collateral effect of the previous refactoring,
apache/tika,234,refactoring-inducing PR,https://github.com/apache/tika/pull/234,fb4e39323b1d0576ea8066065febae94765a96c2,https://github.com/apache/tika/commit/fb4e39323b1d0576ea8066065febae94765a96c2,False,,,,,,,,,,
apache/kafka,5368,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/5368,306a24704f13d6e331fc09d1a55b6691af6b86d8,https://github.com/apache/kafka/commit/306a24704f13d6e331fc09d1a55b6691af6b86d8,True,,,,,,,,,,
apache/kafka,5368,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/5368,77c2b8ce930c2b3f952d93cb188c39e20117b4ea,https://github.com/apache/kafka/commit/77c2b8ce930c2b3f952d93cb188c39e20117b4ea,False,,,,,,,,,None review comment in Java files,
apache/kafka,5368,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/5368,19d77c6a949cbb62138079f1d62d1b7bd11045af,https://github.com/apache/kafka/commit/19d77c6a949cbb62138079f1d62d1b7bd11045af,False,,,,,,,,,Idem,
apache/kafka,5368,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/5368,2ae84c679dd2c1a413fdf7297e97c181033b55be,https://github.com/apache/kafka/commit/2ae84c679dd2c1a413fdf7297e97c181033b55be,False,,,,,,,,,Idem,
apache/tinkerpop,690,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/690,a655e2649ab9a6ba1885dde317d81e845a7507b8,https://github.com/apache/tinkerpop/commit/a655e2649ab9a6ba1885dde317d81e845a7507b8,True,,,,,,,,,,
apache/tinkerpop,690,non-refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/690,07280168178a89655dead07a2435fada36eb813e,https://github.com/apache/tinkerpop/commit/07280168178a89655dead07a2435fada36eb813e,False,,,,,,,,,None review comment in Java files,
apache/accumulo-examples,50,non-refactoring-inducing PR,https://github.com/apache/accumulo-examples/pull/50,3369f8e9e5069f0ccb88105d9ab40af4bbb3fe65,https://github.com/apache/accumulo-examples/commit/3369f8e9e5069f0ccb88105d9ab40af4bbb3fe65,True,,,,,,,,,,
apache/accumulo-examples,50,non-refactoring-inducing PR,https://github.com/apache/accumulo-examples/pull/50,3c3cdb102cadbe4eac4d6378a2c9614db9ed143c,https://github.com/apache/accumulo-examples/commit/3c3cdb102cadbe4eac4d6378a2c9614db9ed143c,False,,,,,,,,,review comment on missing braces, review comment suggested a clear sentence to improve documentation
apache/beam,6317,non-refactoring-inducing PR,https://github.com/apache/beam/pull/6317,be5600b0ee80ca33437709ca6912a8dea7539b54,https://github.com/apache/beam/commit/be5600b0ee80ca33437709ca6912a8dea7539b54,True,,,,,,,,,,
apache/beam,6317,non-refactoring-inducing PR,https://github.com/apache/beam/pull/6317,e7aa13c1b706399e5d156ec68285092d69872f21,https://github.com/apache/beam/commit/e7aa13c1b706399e5d156ec68285092d69872f21,False,,,,,,,,,"review comment suggested an hierarchical design for classes (all schemas), using ""Would it be possible (and practical) to...""? and including an inlined code, but the author presented arguments to decline such a suggestion; author provided clear answers to reviewer's doubts (e.g., support to collections, compatibility of types)",
apache/dubbo,3331,non-refactoring-inducing PR,https://github.com/apache/dubbo/pull/3331,4b82c3e148b3db495ede12b9c38ff37a9aa8a4ee,https://github.com/apache/dubbo/commit/4b82c3e148b3db495ede12b9c38ff37a9aa8a4ee,True,,,,,,,,,,
apache/dubbo,3331,non-refactoring-inducing PR,https://github.com/apache/dubbo/pull/3331,ede7c98d86410b7eb1e10b2069108ec5b7b419dc,https://github.com/apache/dubbo/commit/ede7c98d86410b7eb1e10b2069108ec5b7b419dc,False,,,,,,,,,review comment suggested minor adjust of parameters, author provided clear answers to a reviewer's suggestion on adjusting a method
apache/kafka,6758,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/6758,9ed5e7ecf2b74d55a940dda60f1f911564af1e85,https://github.com/apache/kafka/commit/9ed5e7ecf2b74d55a940dda60f1f911564af1e85,True,,,,,,,,,,
apache/kafka,6758,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/6758,519d18be575899ecba00fa86ee05a2c055929fe8,https://github.com/apache/kafka/commit/519d18be575899ecba00fa86ee05a2c055929fe8,False,,,,,,,,,none review comment in Java files,
apache/kafka,6758,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/6758,738e3b4c98f94684211afea67c68be9990b8cdf4,https://github.com/apache/kafka/commit/738e3b4c98f94684211afea67c68be9990b8cdf4,False,,,,,,,,,Idem,
apache/kafka,6758,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/6758,bef0240ac300e4758943a7528773d138edc55589,https://github.com/apache/kafka/commit/bef0240ac300e4758943a7528773d138edc55589,False,,,,,,,,,Idem,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method,public next(row GenericRow) : GenericRow extracted from public next() : GenericRow in class com.linkedin.pinot.core.data.readers.PinotSegmentRecordReader,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method,public next(row GenericRow) : GenericRow extracted from public next() : GenericRow in class com.linkedin.pinot.core.data.readers.AvroRecordReader,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method,public next(row GenericRow) : GenericRow extracted from public next() : GenericRow in class com.linkedin.pinot.core.data.readers.JSONRecordReader,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Inline Variable,genericRow : GenericRow in method public next() : GenericRow from class com.linkedin.pinot.core.data.readers.JSONRecordReader,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method,public next(row GenericRow) : GenericRow extracted from public next() : GenericRow in class com.linkedin.pinot.core.realtime.converter.RealtimeSegmentRecordReader,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Rename Variable,row : GenericRow to transformedRow : GenericRow in method public buildStarTree() : void in class com.linkedin.pinot.core.segment.creator.impl.SegmentIndexCreationDriverImpl,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Rename Variable,row : GenericRow to transformedRow : GenericRow in method public buildRaw() : void in class com.linkedin.pinot.core.segment.creator.impl.SegmentIndexCreationDriverImpl,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method,public next(row GenericRow) : GenericRow extracted from public next() : GenericRow in class com.linkedin.pinot.core.data.readers.CSVRecordReader,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Inline Variable,genericRow : GenericRow in method public next() : GenericRow from class com.linkedin.pinot.core.data.readers.CSVRecordReader,,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,df799579a6e9aa4eeb997b62160505a2f16f0ddd,https://github.com/apache/incubator-pinot/commit/df799579a6e9aa4eeb997b62160505a2f16f0ddd,True,Extract Method,"public transform(row GenericRow, destinationRow GenericRow) : GenericRow extracted from public transform(row GenericRow) : GenericRow in class com.linkedin.pinot.core.data.extractors.PlainFieldExtractor",,,,,,,,
apache/incubator-pinot,880,non-refactoring-inducing PR,https://github.com/apache/incubator-pinot/pull/880,fb1d540ffda80ed8bce7147651da6ea3f76df98f,https://github.com/apache/incubator-pinot/commit/fb1d540ffda80ed8bce7147651da6ea3f76df98f,False,,,,,,,,,"review comments asked for adding documentation; review comments suggested another method call as an alternative, providing a reason, but the author provided clarifications that, in turn, led he ignore such a suggestion",
apache/kafka,6427,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/6427,386709b85074ba2e41282335489e1843c3a61605,https://github.com/apache/kafka/commit/386709b85074ba2e41282335489e1843c3a61605,True,Extract Variable,requestData : FetchRequest.PartitionData in method public onSuccess(resp ClientResponse) : void from class org.apache.kafka.clients.consumer.internals.Fetcher.sendFetches.addListener,,,,,,,,
apache/kafka,6427,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/6427,4f78e775c00a00235d853b09de0146797dc2fa8b,https://github.com/apache/kafka/commit/4f78e775c00a00235d853b09de0146797dc2fa8b,False,,,,,,,,,"a review comment asked for including additional states for sessions, but the author, no politely, suggested that reviewer read the code twice",
apache/accumulo-testing,21,non-refactoring-inducing PR,https://github.com/apache/accumulo-testing/pull/21,52064cf6d1763bfbd0e7f518a0014c6b276b92b1,https://github.com/apache/accumulo-testing/commit/52064cf6d1763bfbd0e7f518a0014c6b276b92b1,True,,,,,,,,,,
apache/accumulo-testing,21,non-refactoring-inducing PR,https://github.com/apache/accumulo-testing/pull/21,648e38696e9fa1d53164a63d85dae03229307440,https://github.com/apache/accumulo-testing/commit/648e38696e9fa1d53164a63d85dae03229307440,False,,,,,,,,,a review comment notified missing license headers, a review comment suggested adding documentation (also ignored by the author)
apache/beam,4419,non-refactoring-inducing PR,https://github.com/apache/beam/pull/4419,e1da5f2a09fbe4caf5901a1b3d000234fd49582d,https://github.com/apache/beam/commit/e1da5f2a09fbe4caf5901a1b3d000234fd49582d,True,,,,,,,,,,
apache/beam,4419,non-refactoring-inducing PR,https://github.com/apache/beam/pull/4419,6aeba72f45cc336346e0345d5e6ac38b39f70cfc,https://github.com/apache/beam/commit/6aeba72f45cc336346e0345d5e6ac38b39f70cfc,False,,,,,,,,,none review comment in Java files,
apache/beam,4419,non-refactoring-inducing PR,https://github.com/apache/beam/pull/4419,8a472cf6303dea2e9b4530b90aae2e4e741fb234,https://github.com/apache/beam/commit/8a472cf6303dea2e9b4530b90aae2e4e741fb234,False,,,,,,,,,,
apache/beam,4419,non-refactoring-inducing PR,https://github.com/apache/beam/pull/4419,456441427352fac88f4a5646465bff7bba88a818,https://github.com/apache/beam/commit/456441427352fac88f4a5646465bff7bba88a818,False,,,,,,,,,,
apache/dubbo,3748,non-refactoring-inducing PR,https://github.com/apache/dubbo/pull/3748,afe19c032861fa6f00b2401fe98d2d9975ad459a,https://github.com/apache/dubbo/commit/afe19c032861fa6f00b2401fe98d2d9975ad459a,True,,,,,,,,,,
apache/dubbo,3748,non-refactoring-inducing PR,https://github.com/apache/dubbo/pull/3748,2a22ca8e380fb4bff0fb23b32840750eebdf2aa3,https://github.com/apache/dubbo/commit/2a22ca8e380fb4bff0fb23b32840750eebdf2aa3,False,,,,,,,,,"review comments questioned the adding an exception catch (""why not catch....""?); review comments presented doubts about a retry solution, leading to a discussion, local tests (done by one reviewer), but no further changes",
apache/dubbo,3748,non-refactoring-inducing PR,https://github.com/apache/dubbo/pull/3748,b4310a9aa33f484b2469197a4a125f73dba8e26c,https://github.com/apache/dubbo/commit/b4310a9aa33f484b2469197a4a125f73dba8e26c,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,f6a8e2a4495f2a41274110644b133d96b3e0fa07,https://github.com/apache/cloudstack/commit/f6a8e2a4495f2a41274110644b133d96b3e0fa07,True,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,4688c2a8a26cacacfc696821789aa5038c1b3e27,https://github.com/apache/cloudstack/commit/4688c2a8a26cacacfc696821789aa5038c1b3e27,False,,,,,,,,,"review comments on code logic (e.g., number of a command passing and a timeout value), but the author provided clarifications; most of the reviewers approved the PR, without request changes",
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,27334005875ff96db96ca4b6019558997e75d17f,https://github.com/apache/cloudstack/commit/27334005875ff96db96ca4b6019558997e75d17f,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,0582882fea536322a30691cf86cca838fd944d14,https://github.com/apache/cloudstack/commit/0582882fea536322a30691cf86cca838fd944d14,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,6df717c683c38c9a911da0404d9918296afe9794,https://github.com/apache/cloudstack/commit/6df717c683c38c9a911da0404d9918296afe9794,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,dd99c591d9f126bf691bd966ea65c25f19a77929,https://github.com/apache/cloudstack/commit/dd99c591d9f126bf691bd966ea65c25f19a77929,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,8dcdcb038e34e8faddc700b1f31aa817464e7326,https://github.com/apache/cloudstack/commit/8dcdcb038e34e8faddc700b1f31aa817464e7326,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,cc44b56f833d5b9d949f475a062232dc92806293,https://github.com/apache/cloudstack/commit/cc44b56f833d5b9d949f475a062232dc92806293,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,62c53cd9224402e6e960c7a3442784d6b4b9e3c7,https://github.com/apache/cloudstack/commit/62c53cd9224402e6e960c7a3442784d6b4b9e3c7,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,4cd031144deaf74e3a1458beb0ce834f5d78dd90,https://github.com/apache/cloudstack/commit/4cd031144deaf74e3a1458beb0ce834f5d78dd90,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,adf7ca4c6d97cedb3b7e4936456ba12788d63593,https://github.com/apache/cloudstack/commit/adf7ca4c6d97cedb3b7e4936456ba12788d63593,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,30b5cd1572d561624d5d4de24a85ea37f9076b58,https://github.com/apache/cloudstack/commit/30b5cd1572d561624d5d4de24a85ea37f9076b58,False,,,,,,,,,,
apache/cloudstack,3333,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3333,d42e7de3eb99c23547702061c0bd2895d6b26191,https://github.com/apache/cloudstack/commit/d42e7de3eb99c23547702061c0bd2895d6b26191,False,,,,,,,,,,
apache/flink,2096,non-refactoring-inducing PR,https://github.com/apache/flink/pull/2096,0d3c738e85fed2e161bc724887a4d8ce06a2798c,https://github.com/apache/flink/commit/0d3c738e85fed2e161bc724887a4d8ce06a2798c,True,Rename Method,public testJobManagerCleanUp() : void renamed to public testJobPersistencyWhenJobManagerShutdown() : void in class org.apache.flink.test.recovery.JobManagerHAJobGraphRecoveryITCase,,,,,,,,
apache/flink,2096,non-refactoring-inducing PR,https://github.com/apache/flink/pull/2096,c2f0d805c89c26b9a840662477c0c3b7eb0190c5,https://github.com/apache/flink/commit/c2f0d805c89c26b9a840662477c0c3b7eb0190c5,False,,,,,,,,,"review comments on a value used in an if statement condition, properly fixed by the author; review comments proposed macro questions regarding externals changes due to PR (author suggested further PRs to deal with them)",
apache/flink,2096,non-refactoring-inducing PR,https://github.com/apache/flink/pull/2096,06ce4f35633dd8609156e33467daa40d02d77fb1,https://github.com/apache/flink/commit/06ce4f35633dd8609156e33467daa40d02d77fb1,False,,,,,,,,,,
apache/flink,2096,non-refactoring-inducing PR,https://github.com/apache/flink/pull/2096,284a88ed67903f6557490473fc1238181e9cb3ba,https://github.com/apache/flink/commit/284a88ed67903f6557490473fc1238181e9cb3ba,False,,,,,,,,,,
apache/beam,4261,non-refactoring-inducing PR,https://github.com/apache/beam/pull/4261,1212816bedd21f00553ad97f4bb713c607536c23,https://github.com/apache/beam/commit/1212816bedd21f00553ad97f4bb713c607536c23,True,,,,,,,,,,
apache/beam,4261,non-refactoring-inducing PR,https://github.com/apache/beam/pull/4261,b312f87ae302289748871ba580f05a04776fb34b,https://github.com/apache/beam/commit/b312f87ae302289748871ba580f05a04776fb34b,False,,,,,,,,,none review comment in Java files,
apache/beam,4261,non-refactoring-inducing PR,https://github.com/apache/beam/pull/4261,41f29f49891cbe066410e114e9b7b9757ded331f,https://github.com/apache/beam/commit/41f29f49891cbe066410e114e9b7b9757ded331f,False,,,,,,,,,,
apache/servicecomb-java-chassis,698,non-refactoring-inducing PR,https://github.com/apache/servicecomb-java-chassis/pull/698,3be7ca65199e43b1ba1218be430fc49add9ad9da,https://github.com/apache/servicecomb-java-chassis/commit/3be7ca65199e43b1ba1218be430fc49add9ad9da,True,,,,,,,,,,
apache/servicecomb-java-chassis,698,non-refactoring-inducing PR,https://github.com/apache/servicecomb-java-chassis/pull/698,5ca995bbd7edab576366cffbabcfa07256f14274,https://github.com/apache/servicecomb-java-chassis/commit/5ca995bbd7edab576366cffbabcfa07256f14274,False,,,,,,,,,"review comments presented doubts about minor issues on code logic (e.g., a condition in an if statement), properly answered by the author; review comments indicated a potential fault with requests extension",
apache/kafka,4430,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/4430,819e1e2870e0d75ca4928dd2a0ae39eeb661f9aa,https://github.com/apache/kafka/commit/819e1e2870e0d75ca4928dd2a0ae39eeb661f9aa,True,,,,,,,,,,
apache/kafka,4430,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/4430,32dd1962741b5784ffdf9a481d85452731563c98,https://github.com/apache/kafka/commit/32dd1962741b5784ffdf9a481d85452731563c98,False,,,,,,,,,"review comments suggested extending documentation (""We should...""), indicated aesthetics issues (e.g., missing empty line) and a option to call a method",
apache/kafka,4430,non-refactoring-inducing PR,https://github.com/apache/kafka/pull/4430,4f4728f60d68d61a376113cf4267d7c2c29774b5,https://github.com/apache/kafka/commit/4f4728f60d68d61a376113cf4267d7c2c29774b5,False,,,,,,,,,,
apache/servicecomb-java-chassis,969,non-refactoring-inducing PR,https://github.com/apache/servicecomb-java-chassis/pull/969,3c927ebcaa1a563cb972fcf1d0e47fedbcb74851,https://github.com/apache/servicecomb-java-chassis/commit/3c927ebcaa1a563cb972fcf1d0e47fedbcb74851,True,,,,,,,,,,
apache/servicecomb-java-chassis,969,non-refactoring-inducing PR,https://github.com/apache/servicecomb-java-chassis/pull/969,c82ae0e935ee4198bd4129fac9cade78e2ddda6c,https://github.com/apache/servicecomb-java-chassis/commit/c82ae0e935ee4198bd4129fac9cade78e2ddda6c,False,,,,,,,,,review comment suggested addressing the optimization of a cache process, the most of review comments focused on non Java files
apache/cloudstack,3430,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3430,4b1a66f0bcc1aac60be9337a358678ce61444042,https://github.com/apache/cloudstack/commit/4b1a66f0bcc1aac60be9337a358678ce61444042,True,,,,,,,,,,
apache/cloudstack,3430,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3430,3e4fd5d0f0a39e151796c69d74bbf8a0b7d534e0,https://github.com/apache/cloudstack/commit/3e4fd5d0f0a39e151796c69d74bbf8a0b7d534e0,False,,,,,,,,,"review comments on minor issues in code logic (e.g., range of values and checking of overlaps in IDs), documentation and code aesthetics",
apache/cloudstack,3430,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3430,069dd9a270fa362e9c185165067a4224300f92d8,https://github.com/apache/cloudstack/commit/069dd9a270fa362e9c185165067a4224300f92d8,False,,,,,,,,,,
apache/cloudstack,3430,non-refactoring-inducing PR,https://github.com/apache/cloudstack/pull/3430,df4eae8d112c703a76b0208546bf8ae41e322e47,https://github.com/apache/cloudstack/commit/df4eae8d112c703a76b0208546bf8ae41e322e47,False,,,,,,,,,,
